"citation_id","study_id","response_id","experiment","cond_name","cond_type","cond_purpose","cond_exp_units_count","cond_exp_units_count_source","cond_obs_units_count","cond_obs_units_count_source","cond_treatment_provider_exp","cond_treatment_provider_exp_detail","cond_treatment_provider_obs","cond_treatment_provider_obs_detail","cond_treatment_provider_num","cond_treatment_provider_num_source","cond_treatment_groups_exp","cond_treatment_groups_exp_detail","cond_treatment_groups_obs","cond_treatment_groups_obs_detail","cond_treatment_groups_num","cond_treatment_groups_num_source","cond_comments"
"111568397","111568397","27399","1","STRIVE Professional Development (delivered by educator or research team)","Treatment","STRIVE professional development  delivered by key educator or research team","54","260,  Research Design, Calculated from sum of 2 treatment conditions","3329","261, Calculated from Table 1 Demographics","No",NA,"No",NA,NA,NA,"No",NA,"Yes","Teacher training and formed teacher study teams within schools","54","(1 per school) 260, STRIVE PD ~ 261,  STRIVE PD Fidelity","Teachers in treatment schools formed teams of an average size of 4."
"111568397","111568397","27399","1","business as usual","Control","No access to STRIVE professional development","27","260,  Research Design","1137","261, Calculated from Table 1 Demographics","No",NA,"No",NA,NA,NA,"No",NA,"No",NA,NA,NA,NA
"111565408","111565408","29144","1","Studio Thinking Framework applied to science class","Treatment","Instruction that followed the structure of Studio Thinking Framework","2","311, Participants","70","311, Participants","Yes","The researcher implemented the treatment in treated classrooms","No",NA,"1",NA,"No",NA,"No",NA,NA,NA,"Only 1 treatment provider"
"111565408","111565408","29144","1","Control Group","Control","taught using traditional methods","2","311, Participants","70","311, Participants","No",NA,"No",NA,NA,NA,"No",NA,"No",NA,NA,NA,NA
"111565472","111565472","27873","1","Fast Program","Treatment","2-year virtual coaching program with group teacher meetings and individual coaching","29","Appendix A. CONSORT Diagram","70 math teachers, 1835 math students ~ 56 ELA teachers, 1606 ELA Students","Appendix A.-A2 CONSORT Diagram","No",NA,"Yes","coach who  is an expert in math or ELA instruction and has prior experience as a teacher","Not reported","21, The FAST Program","No",NA,"Yes","Teachers within schools and grade formed collaborative academic study teams led by a FAST coach","58","(1 per school and grade combination) 23, CAST Meetings","Unclear if coaches were shared between schools"
"111565472","111565472","27873","1","Control","Control","Not Described","27","Appendix A. CONSORT Diagram","72 math teachers, 1937 math students ~ 52 ELA teachers, 1754 ELA Students","Appendix A.-A2 CONSORT Diagram","No",NA,"No",NA,NA,NA,"No",NA,"No",NA,NA,NA,NA
"111565396","111565396","26917","1","Refugee Well-Being Project","Treatment","Households paired with student advocates to help families meet their needs","64","277, Fig. 2 (Goodkind et al.,  2020)","119","277, Fig. 2 (Goodkind et al.,  2020)","No",NA,"Yes","1-3 student advocates within the household delivering weekly 2 hour activities","64","Calculated based on treatment description and that each group of students served one household","No",NA,"No",NA,NA,NA,"Does not say that students were shared between households"
"111565396","111565396","26917","1","Control Group","Control","invited to attend a stress management session and to participate in RWP after the study","79","277, Fig. 2 (Goodkind et al.,  2020)","171","277, Fig. 2 (Goodkind et al.,  2020)","No",NA,"No",NA,NA,NA,"No",NA,"No",NA,NA,NA,NA
"111569294","111569294","27307","1","forgiveness education program","Treatment","15 sessions of the forgiveness education program","6","3, Participants","113","4, Participants","Yes","member of the research team called experimental teachers to ensure fidelity","No",NA,"1","6,  The Process of Implementation","No",NA,"No",NA,NA,"6,  Educating the Teachers","There is only one partial cluster here. There was a training but since no group training was highlighted I ignored."
"111569294","111569294","27307","1","education as-usual","Control","Education as usual without mention of forgiveness","6","3, Participants","111","4, Participants","No",NA,"No",NA,NA,NA,"No",NA,"No",NA,NA,NA,NA
"111566857","111566857","26912","1","Supporting Knowledge  in Language and Literacy (SKILL)","Treatment","Tutoring Intervention about constructing and evaluating narratives","185","5, Figure 1",NA,NA,"Yes","Tutors had bachelor’s or master’s  degree in education. Taught in small groups",NA,NA,"24","6, Tutors","Yes","Intervention was given in small groups of 2-4 students",NA,NA,"At most 36 lessons per student across 3 months","1, Abstract","Unclear if it was the same students in the same group every time"
"111566857","111566857","26912","1","Business as Usual","Control","No Tutoring","172","5, Figure 1",NA,NA,"No",NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA,NA
"111569882","111569882","26883","1","mindfulness-based stress reduction","Treatment","weekly 2 hour group meetings for 6 weeks educating on mindfulness","57","Appendix A: Supplemental Figure 1",NA,NA,"Yes","two trained master’s and/or doctoral-level  clinicians",NA,NA,"2 or more","199, MBSR Group","Yes","Weekly 2 hour group meetings",NA,NA,"Not Reported","199, MBSR Group","Unsure about number of groups. Writing indicates at least 2 treatment providers"
"111569882","111569882","26883","1","behavioral","Treatment","weekly 2 hour group meetings for 6 weeks for behavioral therapy","51","Appendix A: Supplemental Figure 1",NA,NA,"Yes","two trained master’s and/or doctoral-level clinicians",NA,NA,"2 or more","199, CBT Group","Yes","Weekly 2 hour group meetings",NA,NA,"Not Reported","199, CBT Group","Unsure about number of groups. Writing indicates at least 2 treatment providers"
"111569882","111569882","26883","1","Waitlist","Control","CBT therapy after the study","30","Appendix A: Supplemental Figure 1",NA,NA,"No",NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA,NA
"111566887","111566887","26944","1","TeachUP Treated","Treatment","personalized support intervention","486","309, Table 4","2154","309, Table 4","No",NA,"Yes","support agents (experienced  teachers or teacher trainers) helped deliver treatment in the courses","Not reported",NA,"No",NA,"No",NA,NA,NA,"Unclear if treatment providers assisted with course within a school or between school. I think they were at the teacher evel."
"111566887","111566887","26944","1","Control","Control","No personalized feedback","481","309, Table 4","1936","309, Table 4","No",NA,"No",NA,NA,NA,"No",NA,"No",NA,NA,NA,NA
"111575276","111575276","27220","1","Incredible Years","Treatment","During 14 weekly group sessions, parents learn relationship building tech niques (e.g., play and involvement), positive reinforcement  techniques (e.g., praise and celebrations), and non-violent  discipline techniques (e.g., limit setting and ignore).","190","423, Fig. 1",NA,NA,"Yes","Each intervention group lead by two group leaders. One of which was an experienced and certified Incredible Years group leader",NA,NA,"Max 14 pairs of providers","9, intervention: the incredible years  basic program (Weeland  et al. 2017)","Yes","8-15 parents received treatment together. Also parents got assigned a buddy which was called weekly",NA,NA,"14","9, intervention: the incredible years  basic program (Weeland  et al. 2017)","95 buddies within the 14 groups. Authors nest clustering at the group level not buddy level."
"111575276","111575276","27220","1","Control","Control","No intervention","197","423, Fig. 1",NA,NA,"No",NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA,NA
"111567538","111567538","26976","1","Exercise Program","Treatment","20 weeks 3/5 min group exercise sessions","57","282,  Study design and participants",NA,NA,"Yes","trainers led classes",NA,NA,"Not Reported",NA,"Yes","Shared exercise training program","No",NA,"3","283, Figure 1 ~ 9, Study Protocol Study sample and design  (Ortega et al. 2022)",NA
"111567538","111567538","26976","1","Waitlist","Control","continued with their usual routines","52","282,  Study design and participants",NA,NA,"No",NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA,NA
"111569953","111569953","27821","1","Intervention","Treatment","one on one or group of two tutoring to teach reading","82","237, Figure 1",NA,NA,"Yes","experienced teachers tutors",NA,NA,"23","235, Schools and Tutors","Yes","Tutoring in small groups of one or two",NA,NA,"74","Calculated from 16 students taught in groups of two and rest students taught in group of 1",NA
"111569953","111569953","27821","1","Waiting List","Control","standard literacy instruction in their respective school","79","237, Figure 1",NA,NA,"No",NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA,NA
"111571355","111571355","26916","1","Brief group interventions","Treatment","usual care + small group for 30-60 min","55","1511, Fig. 1",NA,NA,"Yes","primary health care providers, treatment delivered by a health professional",NA,NA,"3 care providers","1511, Fig. 1","Yes","small groups of 3-4",NA,NA,"18","Calculated from treatment sample size divided by group size","Both conditions had primary health care providers"
"111571355","111571355","26916","1","usual care","Control","standard care with No small group","57","1511, Fig. 1",NA,NA,"Yes","primary health care providers",NA,NA,"5 care providers","1511, Fig. 1","No",NA,NA,NA,NA,NA,"Both conditions had primary health care providers"
"111564722","111564722","26914","1","friend-based motivational intervention","Treatment","Single Session about preventing sexual assault with friends","28","817, Figure 1","56","817, Figure 1","Yes","doctoral students in clinical psychology lead treatment sessions","Yes","participants in dyads attended treatment sessions","Not reported",NA,"No",NA,"Yes","participants in dyads attended treatment sessions together","30","818, Intervention Training and Fidelity Monitoring","Calculated number of sessions because they say 20% (6) were checked for fidelty"
"111564722","111564722","26914","1","Waitlist","Control","Wait to get treatment","26","817, Figure 1","52","817, Figure 1","No",NA,"No",NA,NA,NA,"No",NA,"No",NA,NA,NA,NA
"111571586","111571586","30958","1","ASSISTments condition","Treatment","use the ASSISTments platform to grade and assign math homework","23","243, School and Teacher Sample","1689","252, Table 2","Yes","former math teacher and experienced ASSISTments user to provide professional development and technical assistance","No",NA,"1",NA,"No",NA,"No",NA,NA,NA,NA
"111571586","111571586","30958","1","Waitlist Condition","Control","Business as usual","23","243, School and Teacher Sample","1346","252, Table 2","No",NA,"No",NA,NA,NA,"No",NA,"No",NA,NA,NA,NA
"111565304","111565304","30957","1","Alcoholic Beverage and Beverage-Only","Treatment","Shown image that indicated drinking and social status","78","5, Table 1",NA,NA,"No",NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA,NA
"111565304","111565304","30957","1","Alcoholic Beverage and Solitary Drinking","Treatment","Shown image that indicated drinking and social status","102","5, Table 1",NA,NA,"No",NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA,NA
"111565304","111565304","30957","1","Alcoholic Beverage and Social Drinking","Treatment","Shown image that indicated drinking and social status","112","5, Table 1",NA,NA,"No",NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA,NA
"111565304","111565304","30957","1","Nonalcoholic Beverage and Beverage-Only","Treatment","Shown image that indicated drinking and social status","100","5, Table 1",NA,NA,"No",NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA,NA
"111565304","111565304","30957","1","Nonalcoholic Beverage and Solitary Drinking","Treatment","Shown image that indicated drinking and social status","87","5, Table 1",NA,NA,"No",NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA,NA
"111565304","111565304","30957","1","Nonalcoholic Beverage and Social Drinking","Treatment","Shown image that indicated drinking and social status","115","5, Table 1",NA,NA,"No",NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA,NA
"111569956","111569956","30960","1","Ongoing Support","Treatment","Three support visits by first author after SAFMEDS Training","33","534, Figure 1","314","534, Figure 1","Yes","first author of paper whom had experience with treatment visited schools","No",NA,"1",NA,"No",NA,"No",NA,NA,NA,NA
"111569956","111569956","30960","1","No Support","Control","no support visits after SAFMEDS Training","31","534, Figure 1","301","534, Figure 1","No",NA,"No",NA,NA,NA,"No",NA,"No",NA,NA,NA,NA
"111569801","111569801","30961","1","Control","Control","no portal interventions","71167","3, Fig 1",NA,NA,"No",NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA,NA
"111569801","111569801","30961","1","Direct Scheduling + Pre Appointment + Pre Commitment","Treatment","Reminders with the specified qualities","17848","3, Fig 1",NA,NA,"No",NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA,NA
"111569801","111569801","30961","1","Direct Scheduling + No Pre Appointment + Pre Commitment","Treatment","Reminders with the specified qualities","17842","3, Fig 1",NA,NA,"No",NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA,NA
"111569801","111569801","30961","1","Direct Scheduling + No Pre Appointment + No Pre Commitment","Treatment","Reminders with the specified qualities","17827","3, Fig 1",NA,NA,"No",NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA,NA
"111569801","111569801","30961","1","Direct Scheduling + Pre Appointment + No  Pre Commitment","Treatment","Reminders with the specified qualities","17832","3, Fig 1",NA,NA,"No",NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA,NA
"111569801","111569801","30961","1","No Direct Scheduling + Pre Appointment + Pre Commitment","Treatment","Reminders with the specified qualities","17821","3, Fig 1",NA,NA,"No",NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA,NA
"111569801","111569801","30961","1","No Direct Scheduling + No Pre Appointment + Pre Commitment","Treatment","Reminders with the specified qualities","17819","3, Fig 1",NA,NA,"No",NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA,NA
"111569801","111569801","30961","1","No Direct Scheduling + No Pre Appointment + No Pre Commitment","Treatment","Reminders with the specified qualities","17805","3, Fig 1",NA,NA,"No",NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA,NA
"111569801","111569801","30961","1","No Direct Scheduling + Pre Appointment + No Pre Commitment","Treatment","Reminders with the specified qualities","17812","3, Fig 1",NA,NA,"No",NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA,NA
"111572120","111572120","30963","1","Intervention","Treatment","Multi-Component child development Intervention","377","985, Fig 1","420","985, Fig 1","Yes","Program Site delivering the intervention","No",NA,"8","454,  Abstract (Ramey et al. 1992)","Yes","Parent group meetings were held every other month","No",NA,"8","459,  Intervention Modalities (Ramey et al. 1992)",NA
"111572120","111572120","30963","1","Control","Control","No intervention","608","985, Fig 1","670","985, Fig 1","No",NA,"No",NA,NA,NA,"No",NA,"No",NA,NA,NA,NA
"111564812","111564812","27720","1","COMPASS + DR-E","Treatment","COMPASS + DR-E instructional components taught in that order","104","S1 CONSORT Flow Diagram",NA,NA,"Yes","Project Teachers trained to deliver their interventions",NA,NA,"85*","1039,  Project Teacher and Implementation Supports","Yes","All three instructional components were provided for about  20 min per day to small groups of three-to-five children",NA,NA,"21-35","Calculated from group size and number of units 1039,  Project Teacher and Implementation Supports","The total number of groups was reported as 176*teachers were reported across all conditions."
"111564812","111564812","27720","1","DR-E + COMPASS","Treatment","DR-E + COMPASS instructional components taught in that order","104","S1 CONSORT Flow Diagram",NA,NA,"Yes","Project Teachers trained to deliver their interventions",NA,NA,"85*","1039,  Project Teacher and Implementation Supports","Yes","All three instructional components were provided for about  20 min per day to small groups of three-to-five children",NA,NA,"21-35","Calculated from group size and number of units 1039,  Project Teacher and Implementation Supports","The total number of groups was reported as 176*teachers were reported across all conditions."
"111564812","111564812","27720","1","COMPASS + LIM","Treatment","COMPASS + LIM instructional components taught in that order","98","S1 CONSORT Flow Diagram",NA,NA,"Yes","Project Teachers trained to deliver their interventions",NA,NA,"85*","1039,  Project Teacher and Implementation Supports","Yes","All three instructional components were provided for about  20 min per day to small groups of three-to-five children",NA,NA,"20-33","Calculated from group size and number of units 1039,  Project Teacher and Implementation Supports","The total number of groups was reported as 176*teachers were reported across all conditions."
"111564812","111564812","27720","1","LIM + COMPASS","Treatment","LIM + COMPASS instructional components taught in that order","116","S1 CONSORT Flow Diagram",NA,NA,"Yes","Project Teachers trained to deliver their interventions",NA,NA,"85*","1039,  Project Teacher and Implementation Supports","Yes","All three instructional components were provided for about  20 min per day to small groups of three-to-five children",NA,NA,"23-39","Calculated from group size and number of units 1039,  Project Teacher and Implementation Supports","The total number of groups was reported as 176*teachers were reported across all conditions."
"111564812","111564812","27720","1","DR-E + LIM","Treatment","DR-E + LIM instructional components taught in that order","103","S1 CONSORT Flow Diagram",NA,NA,"Yes","Project Teachers trained to deliver their interventions",NA,NA,"85*","1039,  Project Teacher and Implementation Supports","Yes","All three instructional components were provided for about  20 min per day to small groups of three-to-five children",NA,NA,"21-34","Calculated from group size and number of units 1039,  Project Teacher and Implementation Supports","The total number of groups was reported as 176*teachers were reported across all conditions."
"111564812","111564812","27720","1","LIM + DR-E","Treatment","LIM + DR-E instructional components taught in that order","106","S1 CONSORT Flow Diagram",NA,NA,"Yes","Project Teachers trained to deliver their interventions",NA,NA,"85*","1039,  Project Teacher and Implementation Supports","Yes","All three instructional components were provided for about  20 min per day to small groups of three-to-five children",NA,NA,"21-35","Calculated from group size and number of units 1039,  Project Teacher and Implementation Supports","The total number of groups was reported as 176*teachers were reported across all conditions."
"111564812","111564812","27720","1","BAU","Control","No supplemental instruction","109","S1 CONSORT Flow Diagram",NA,NA,"No",NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA,NA
"111564812","111564812","27720","2","COMPASS + DR-E","Treatment","Same as experiment 1","124","Figure S1",NA,NA,"Yes","Project Teachers trained to deliver their interventions",NA,NA,"77*","1039,  Project Teacher and Implementation Supports","Yes","All three instructional components were provided for about  20 min per day to small groups of three-to-five children",NA,NA,"25 - 41","1039, Project Teacher and Implementation Supports","The total number of groups was reported as 199 *teachers were reported across all conditions."
"111564812","111564812","27720","2","DR-E + COMPASS","Treatment","Same as experiment 1","114","Figure S1",NA,NA,"Yes","Project Teachers trained to deliver their interventions",NA,NA,"77*","1039,  Project Teacher and Implementation Supports","Yes","All three instructional components were provided for about  20 min per day to small groups of three-to-five children",NA,NA,"23 - 38","1039, Project Teacher and Implementation Supports","The total number of groups was reported as 199 *teachers were reported across all conditions."
"111564812","111564812","27720","2","COMPASS + LIM","Treatment","Same as experiment 1","126","Figure S1",NA,NA,"Yes","Project Teachers trained to deliver their interventions",NA,NA,"77*","1039,  Project Teacher and Implementation Supports","Yes","All three instructional components were provided for about  20 min per day to small groups of three-to-five children",NA,NA,"25-42","1039, Project Teacher and Implementation Supports","The total number of groups was reported as 199 *teachers were reported across all conditions."
"111564812","111564812","27720","2","LIM+COMPASS","Treatment","Same as experiment 1","129","Figure S1",NA,NA,"Yes","Project Teachers trained to deliver their interventions",NA,NA,"77*","1039,  Project Teacher and Implementation Supports","Yes","All three instructional components were provided for about  20 min per day to small groups of three-to-five children",NA,NA,"26-43","1039, Project Teacher and Implementation Supports","The total number of groups was reported as 199 *teachers were reported across all conditions."
"111564812","111564812","27720","2","DR-E + LIM","Treatment","Same as experiment 1","130","Figure S1",NA,NA,"Yes","Project Teachers trained to deliver their interventions",NA,NA,"77*","1039,  Project Teacher and Implementation Supports","Yes","All three instructional components were provided for about  20 min per day to small groups of three-to-five children",NA,NA,"26-43","1039, Project Teacher and Implementation Supports","The total number of groups was reported as 199 *teachers were reported across all conditions."
"111564812","111564812","27720","2","LIM + DR-E","Treatment","Same as experiment 1","124","Figure S1",NA,NA,"Yes","Project Teachers trained to deliver their interventions",NA,NA,"77*","1039,  Project Teacher and Implementation Supports","Yes","All three instructional components were provided for about  20 min per day to small groups of three-to-five children",NA,NA,"25-42","1039, Project Teacher and Implementation Supports","The total number of groups was reported as 199 *teachers were reported across all conditions."
"111564812","111564812","27720","2","BAU","Control","Same as experiment 1","123","Figure S1",NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"111568554","111568554","28537","1","Master Student Condition","Treatment","90-min lesson on relevance of mathematic delivered by Master's students","23","1513, Figure 2","629","1513, Figure 2","Yes","6 Master's Students were assigned classes to deliver treatment","No",NA,"6","1514, Training for Master’s Students and Teachers","No",NA,"No",NA,NA,NA,NA
"111568554","111568554","28537","1","Teacher Condition","Treatment","90-min lesson on relevance of mathematic delivered by Teacher","24","1513, Figure 2","569","1513, Figure 2","No",NA,"No",NA,NA,NA,"Yes","Teacher's received training in small group settings","No","3-hour Small group workshops where teachers received training to facilitate treatment","6","(4 workshops and 2 had individual training) 1514, Training for Master’s Students and Teachers",NA
"111568554","111568554","28537","1","Control Condition","Control","waitlist control condition","23","1513, Figure 2","546","1513, Figure 2","No",NA,"No",NA,NA,NA,"No",NA,"No",NA,NA,NA,NA
"111567577","111567577","28983","1","intervention- P & intervention - S","Treatment","Sending letters to parents and afterwards proving math lessons with messaging about growth mindset","11","1571, Participants","254 Students and 235 Parents","1572, Participants","No",NA,"No",NA,NA,NA,"No",NA,"No",NA,NA,NA,NA
"111567577","111567577","28983","1","Control","Control","No letters and math lessons did not include messaging about mindset","9","1572, Participants","213 Students and 190 Parents","1572, Participants","No",NA,"No",NA,NA,NA,"No",NA,"No",NA,NA,NA,NA
"111570662","111570662","28777","1","Message: Self determination, Format: Dialogue, Modality: Mail","Treatment","marketing messages with particular format","Not Reported",NA,"1551","130, Figure 1","No",NA,"No",NA,NA,NA,"No",NA,"No",NA,NA,NA,NA
"111570662","111570662","28777","1","Message: Self determination, Format: Dialogue, Modality: Mail+email","Treatment","marketing messages with particular format","Not Reported",NA,"1549","130, Figure 1","No",NA,"No",NA,NA,NA,"No",NA,"No",NA,NA,NA,NA
"111570662","111570662","28777","1","Message: Self determination Format: Myth/fact, Modality: Mail","Treatment","marketing messages with particular format","Not Reported",NA,"1549","130, Figure 1","No",NA,"No",NA,NA,NA,"No",NA,"No",NA,NA,NA,NA
"111570662","111570662","28777","1","Message: Self determination, Format: Myth/fact, Modality: Mail+email","Treatment","marketing messages with particular format","Not Reported",NA,"1547","130, Figure 1","No",NA,"No",NA,NA,NA,"No",NA,"No",NA,NA,NA,NA
"111570662","111570662","28777","1","Message: Self determination, Format: Future orientation, Modality: Mail","Treatment","marketing messages with particular format","Not Reported",NA,"1550","130, Figure 1","No",NA,"No",NA,NA,NA,"No",NA,"No",NA,NA,NA,NA
"111570662","111570662","28777","1","Message: Self determination, Format: Future orientation, Modality: Mail+email","Treatment","marketing messages with particular format","Not Reported",NA,"1548","130, Figure 1","No",NA,"No",NA,NA,NA,"No",NA,"No",NA,NA,NA,NA
"111570662","111570662","28777","1","Message: Fear Format: Myth/fact, Modality: Mail","Treatment","marketing messages with particular format","Not Reported",NA,"1538","130, Figure 1","No",NA,"No",NA,NA,NA,"No",NA,"No",NA,NA,NA,NA
"111570662","111570662","28777","1","Message: Fear Format: Myth/fact, Modality: Mail+email","Treatment","marketing messages with particular format","Not Reported",NA,"1538","130, Figure 1","No",NA,"No",NA,NA,NA,"No",NA,"No",NA,NA,NA,NA
"111570662","111570662","28777","1","Message: Fear Format: Future orientation, Modality: Mail","Treatment","marketing messages with particular format","Not Reported",NA,"1537","130, Figure 1","No",NA,"No",NA,NA,NA,"No",NA,"No",NA,NA,NA,NA
"111570662","111570662","28777","1","Message: Fear Format: Future orientation, Modality: Mail+email","Treatment","marketing messages with particular format","Not Reported",NA,"1539","130, Figure 1","No",NA,"No",NA,NA,NA,"No",NA,"No",NA,NA,NA,NA
"111570662","111570662","28777","1","Message: Expectancy Format: Dialogue, Modality: Mail","Treatment","marketing messages with particular format","Not Reported",NA,"1542","130, Figure 1","No",NA,"No",NA,NA,NA,"No",NA,"No",NA,NA,NA,NA
"111570662","111570662","28777","1","Message: Expectancy Format: Dialogue, Modality: Mail+email","Treatment","marketing messages with particular format","Not Reported",NA,"1544","130, Figure 1","No",NA,"No",NA,NA,NA,"No",NA,"No",NA,NA,NA,NA
"111570662","111570662","28777","1","Message: Expectancy Format: Myth/fact, Modality: Mail","Treatment","marketing messages with particular format","Not Reported",NA,"1542","130, Figure 1","No",NA,"No",NA,NA,NA,"No",NA,"No",NA,NA,NA,NA
"111570662","111570662","28777","1","Message: Expectancy Format: Myth/fact, Modality: Mail+email","Treatment","marketing messages with particular format","Not Reported",NA,"1540","130, Figure 1","No",NA,"No",NA,NA,NA,"No",NA,"No",NA,NA,NA,NA
"111570662","111570662","28777","1","Message: Expectancy Format: Future orientation, Modality: Mail","Treatment","marketing messages with particular format","Not Reported",NA,"1542","130, Figure 1","No",NA,"No",NA,NA,NA,"No",NA,"No",NA,NA,NA,NA
"111570662","111570662","28777","1","Message: Expectancy Format: Future orientation, Modality: Mail+email","Treatment","marketing messages with particular format","Not Reported",NA,"1542","130, Figure 1","No",NA,"No",NA,NA,NA,"No",NA,"No",NA,NA,NA,NA
"111570662","111570662","28777","1","Message: Regular OSHA Format: -, Modality: Mail","Treatment","marketing messages with particular format","Not Reported",NA,"3077","130, Figure 1","No",NA,"No",NA,NA,NA,"No",NA,"No",NA,NA,NA,NA
"111570662","111570662","28777","1","Message: Regular OSHA Format: -, Modality: Mail+email","Treatment","marketing messages with particular format","Not Reported",NA,"3077","130, Figure 1","No",NA,"No",NA,NA,NA,"No",NA,"No",NA,NA,NA,NA
"111570662","111570662","28777","1","Message: Control","Control","Business as usual","Not Reported",NA,"66330","130, Figure 1","No",NA,"No",NA,NA,NA,"No",NA,"No",NA,NA,NA,NA
